case,shape,pattern,blocks_per_row,packet_bytes,result,classification,first_mismatch,got,expected,elapsed_us,mm2s_sr,s2mm_sr,status,debug_row,debug_block,debug_lane,debug_in_count,debug_tlast_count
D2_544x16_P6,544x16,P6,17,9792,PASS,PASS,0,0,0,296,0x00001002,0x00001002,0x00000002,15,16,15,612,611
