tensor_name,internal_name,source_role,role,target,model_note,layer,dtype_or_quant_type,gguf_shape,gguf_nbytes,in_features,out_features,q8_0_blocks_per_row,lanes,padded_out_features,row_padding,row_groups,scale_bytes,weight_bytes,total_packet_bytes,output_bytes,mac_count,scale_beats_32,weight_beats_32,total_beats_32,lane_utilization_estimate,stream_cycles_32_74mhz,stream_us_32_74mhz,scale_beats_128,weight_beats_128,total_beats_128,stream_cycles_128_74mhz,stream_us_128_74mhz,stream_cycles_128_50mhz,stream_us_128_50mhz,speedup_128_vs_32,mac_cycles_16lane_estimate,mac_us_16lane_74mhz_estimate,pure_stream_compute_us_32_74mhz,pure_stream_compute_us_128_74mhz,single_fixed_overhead_us,single_total_us_32_74mhz,single_total_us_128_74mhz,batch8_fixed_overhead_us,batch8_total_us_32_74mhz,batch8_total_us_128_74mhz,batch16_fixed_overhead_us,batch16_total_us_32_74mhz,batch16_total_us_128_74mhz,batch64_fixed_overhead_us,batch64_total_us_32_74mhz,batch64_total_us_128_74mhz
blk.16.attn_v.weight,layer_16_v_proj,attention_v_projection,attention_v_projection,v_proj,,16,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.16.attn_output.weight,layer_16_o_proj,attention_output_projection,attention_output_projection,o_proj,,16,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.16.ffn_gate.weight,layer_16_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,16,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.16.ffn_up.weight,layer_16_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,16,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.16.ffn_down.weight,layer_16_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,16,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.17.attn_q.weight,layer_17_q_proj,attention_q_projection,attention_q_projection,q_proj,,17,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.17.attn_k.weight,layer_17_k_proj,attention_k_projection,attention_k_projection,k_proj,,17,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.17.attn_v.weight,layer_17_v_proj,attention_v_projection,attention_v_projection,v_proj,,17,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.17.attn_output.weight,layer_17_o_proj,attention_output_projection,attention_output_projection,o_proj,,17,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.17.ffn_gate.weight,layer_17_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,17,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.17.ffn_up.weight,layer_17_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,17,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.17.ffn_down.weight,layer_17_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,17,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.18.attn_q.weight,layer_18_q_proj,attention_q_projection,attention_q_projection,q_proj,,18,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.18.attn_k.weight,layer_18_k_proj,attention_k_projection,attention_k_projection,k_proj,,18,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.18.attn_v.weight,layer_18_v_proj,attention_v_projection,attention_v_projection,v_proj,,18,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.18.attn_output.weight,layer_18_o_proj,attention_output_projection,attention_output_projection,o_proj,,18,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.18.ffn_gate.weight,layer_18_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,18,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.18.ffn_up.weight,layer_18_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,18,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.18.ffn_down.weight,layer_18_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,18,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.19.attn_q.weight,layer_19_q_proj,attention_q_projection,attention_q_projection,q_proj,,19,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.19.attn_k.weight,layer_19_k_proj,attention_k_projection,attention_k_projection,k_proj,,19,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.19.attn_v.weight,layer_19_v_proj,attention_v_projection,attention_v_projection,v_proj,,19,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.19.attn_output.weight,layer_19_o_proj,attention_output_projection,attention_output_projection,o_proj,,19,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.19.ffn_gate.weight,layer_19_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,19,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.19.ffn_up.weight,layer_19_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,19,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.19.ffn_down.weight,layer_19_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,19,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.20.attn_q.weight,layer_20_q_proj,attention_q_projection,attention_q_projection,q_proj,,20,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.20.attn_k.weight,layer_20_k_proj,attention_k_projection,attention_k_projection,k_proj,,20,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.20.attn_v.weight,layer_20_v_proj,attention_v_projection,attention_v_projection,v_proj,,20,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.20.attn_output.weight,layer_20_o_proj,attention_output_projection,attention_output_projection,o_proj,,20,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.20.ffn_gate.weight,layer_20_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,20,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.20.ffn_up.weight,layer_20_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,20,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.20.ffn_down.weight,layer_20_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,20,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.21.attn_q.weight,layer_21_q_proj,attention_q_projection,attention_q_projection,q_proj,,21,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.21.attn_k.weight,layer_21_k_proj,attention_k_projection,attention_k_projection,k_proj,,21,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.21.attn_v.weight,layer_21_v_proj,attention_v_projection,attention_v_projection,v_proj,,21,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.21.attn_output.weight,layer_21_o_proj,attention_output_projection,attention_output_projection,o_proj,,21,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.21.ffn_gate.weight,layer_21_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,21,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.21.ffn_up.weight,layer_21_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,21,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.21.ffn_down.weight,layer_21_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,21,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.22.attn_q.weight,layer_22_q_proj,attention_q_projection,attention_q_projection,q_proj,,22,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.22.attn_k.weight,layer_22_k_proj,attention_k_projection,attention_k_projection,k_proj,,22,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.22.attn_v.weight,layer_22_v_proj,attention_v_projection,attention_v_projection,v_proj,,22,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.22.attn_output.weight,layer_22_o_proj,attention_output_projection,attention_output_projection,o_proj,,22,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.22.ffn_gate.weight,layer_22_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,22,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.22.ffn_up.weight,layer_22_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,22,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.22.ffn_down.weight,layer_22_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,22,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.23.attn_q.weight,layer_23_q_proj,attention_q_projection,attention_q_projection,q_proj,,23,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.23.attn_k.weight,layer_23_k_proj,attention_k_projection,attention_k_projection,k_proj,,23,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.23.attn_v.weight,layer_23_v_proj,attention_v_projection,attention_v_projection,v_proj,,23,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.23.attn_output.weight,layer_23_o_proj,attention_output_projection,attention_output_projection,o_proj,,23,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.23.ffn_gate.weight,layer_23_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,23,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.23.ffn_up.weight,layer_23_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,23,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.23.ffn_down.weight,layer_23_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,23,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.24.attn_q.weight,layer_24_q_proj,attention_q_projection,attention_q_projection,q_proj,,24,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.24.attn_k.weight,layer_24_k_proj,attention_k_projection,attention_k_projection,k_proj,,24,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.24.attn_v.weight,layer_24_v_proj,attention_v_projection,attention_v_projection,v_proj,,24,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.24.attn_output.weight,layer_24_o_proj,attention_output_projection,attention_output_projection,o_proj,,24,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
