layer,point,len,cpu_min,cpu_max,cpu_mean,cpu_absmax,cpu_checksum,cpu_hash,fpga_min,fpga_max,fpga_mean,fpga_absmax,fpga_checksum,fpga_hash,checksum_abs_diff,mean_abs_diff,absmax_abs_diff,hash_match,large_divergence
4,after_post_attention_rmsnorm,576,-0.279136568,1.49255025,0.00251425095,1.49255025,1.44820855,10746aef551b9f30,-9.54697534e-05,1.03690445,0.0657500521,1.03690445,37.87203,40681854263aaf06,36.423821450000005,0.06323580114999999,0.4556458000000001,no,yes
4,gate_proj_output,1536,-1.10361636,1.35715866,-0.216902343,1.35715866,-333.161998,32ff27ec2328582a,-3.36328125,8388608.0,103765.347,8388608.0,159383573.0,922b5f0ab279bc01,159383906.161998,103765.563902343,8388606.64284134,no,yes
4,up_proj_output,1536,-0.757252574,0.852321804,0.00604314665,0.852321804,9.28227326,57494ddc9a192ec9,-3.484375,8388608.0,174762.654,8388608.0,268435437.0,d945670dd5a9bf89,268435427.71772674,174762.64795685335,8388607.147678196,no,yes
4,silu_swiglu_output,1536,-0.104307711,0.136691734,0.0011590266,0.136691734,1.78026486,fa62bd020d283683,-16842752.0,18948290.0,32024.5419,18948290.0,49189696.3,12f5676afb51e565,49189694.519735135,32024.5407409734,18948289.863308266,no,yes
4,down_proj_output,576,-2.17705846,1.31585431,-0.0129698106,2.17705846,-7.47061089,e00004706c5c4fe9,-615.164062,8388608.0,101946.177,8388608.0,58720998.1,3978206f76503c93,58721005.57061089,101946.1899698106,8388605.82294154,no,yes
4,residual_after_mlp,576,-145.565125,800.581238,0.747899405,800.581238,430.790057,cfa90a2eaafd7d57,-2013.62781,16777296.0,932077.142,16777296.0,536876434.0,3107c4831759032d,536876003.209943,932076.394100595,16776495.418762,no,yes
5,after_input_rmsnorm,576,-2.18894625,4.46794462,0.00328813412,4.46794462,1.89396525,1a7eff0f0de319b2,-0.000137811614,1.45980895,0.0844562903,1.45980895,48.6468232,b7cf6bf9907aff43,46.75285795,0.08116815618,3.0081356699999997,no,yes
5,q_proj_output,576,-7.10676527,3.89026713,-0.0604106234,7.10676527,-34.7965191,586df9329cc375d6,-4.7109375,8388608.0,101944.941,8388608.0,58720285.7,7c809ed2c279cdaa,58720320.4965191,101945.0014106234,8388600.89323473,no,yes
5,k_proj_output,192,-5.68943882,4.68797874,0.00741477553,5.68943882,1.4236369,ee92014f0c5ad4a3,-5.16015625,8388608.0,87381.2044,8388608.0,16777191.2,f8c3e8a6739175f2,16777189.776363099,87381.19698522447,8388602.31056118,no,yes
5,v_proj_output,192,-0.192720458,0.793265998,0.0071903196,0.793265998,1.38054136,0745b8d06a1d093e,-2.5546875,8388608.0,305834.698,8388608.0,58720262.0,7782deba60352f9f,58720260.61945864,305834.6908096804,8388607.206734002,no,yes
