row_group,lane,row,block,cpu_block_acc_i32,mixed_lane_i32,duplicate_same_lane_i32,duplicate_lane0_i32,mixed_vs_cpu,duplicate_same_lane_vs_cpu,mixed_vs_duplicate,duplicate_good_lanes
1,6,22,10,-6614,-6614,-6614,-6614,1,1,1,16
1,6,22,11,4950,4950,4950,4950,1,1,1,16
1,6,22,12,-1937,-1937,-1937,-1937,1,1,1,16
1,6,22,13,1898,1898,1898,1898,1,1,1,16
1,6,22,14,2573,2573,2573,2573,1,1,1,16
1,6,22,15,3386,3386,3386,3386,1,1,1,16
1,6,22,16,1248,1248,1248,1248,1,1,1,16
1,6,22,17,-2,-2,-2,-2,1,1,1,16
1,13,29,0,7040,7040,7040,7040,1,1,1,16
1,13,29,1,979,979,979,979,1,1,1,16
1,13,29,2,-53,-53,-53,-53,1,1,1,16
1,13,29,3,1856,1856,1856,1856,1,1,1,16
1,13,29,4,-2736,-2736,-2736,-2736,1,1,1,16
1,13,29,5,1150,1150,1150,1150,1,1,1,16
1,13,29,6,-1463,-1463,-1463,-1463,1,1,1,16
1,13,29,7,-2142,-2142,-2142,-2142,1,1,1,16
1,13,29,8,866,866,866,866,1,1,1,16
1,13,29,9,-11927,-11927,-11927,-11927,1,1,1,16
1,13,29,10,-5666,-5666,-5666,-5666,1,1,1,16
1,13,29,11,-1466,-1466,-1466,-1466,1,1,1,16
1,13,29,12,-5254,-5254,-5254,-5254,1,1,1,16
1,13,29,13,2578,2578,2578,2578,1,1,1,16
1,13,29,14,12174,12174,12174,12174,1,1,1,16
1,13,29,15,3501,3501,3501,3501,1,1,1,16
1,13,29,16,2756,2756,2756,2756,1,1,1,16
1,13,29,17,-274,-274,-274,-274,1,1,1,16
1,15,31,0,8198,8198,8198,8198,1,1,1,16
1,15,31,1,2188,2188,2188,2188,1,1,1,16
1,15,31,2,-42,-42,-42,-42,1,1,1,16
1,15,31,3,836,836,836,836,1,1,1,16
1,15,31,4,-1355,-1355,-1355,-1355,1,1,1,16
1,15,31,5,1545,1545,1545,1545,1,1,1,16
1,15,31,6,-680,-680,-680,-680,1,1,1,16
1,15,31,7,6406,6406,6406,6406,1,1,1,16
1,15,31,8,4557,4557,4557,4557,1,1,1,16
1,15,31,9,510,510,510,510,1,1,1,16
1,15,31,10,-5077,-5077,-5077,-5077,1,1,1,16
1,15,31,11,2435,2435,2435,2435,1,1,1,16
1,15,31,12,-3552,-3552,-3552,-3552,1,1,1,16
1,15,31,13,1154,1154,1154,1154,1,1,1,16
1,15,31,14,12867,12867,12867,12867,1,1,1,16
1,15,31,15,12248,12248,12248,12248,1,1,1,16
1,15,31,16,-853,-853,-853,-853,1,1,1,16
1,15,31,17,-1487,-1487,-1487,-1487,1,1,1,16
3,0,48,0,10207,10207,10207,10207,1,1,1,16
3,0,48,1,-4315,-4315,-4315,-4315,1,1,1,16
3,0,48,2,1183,1183,1183,1183,1,1,1,16
3,0,48,3,-3682,-3682,-3682,-3682,1,1,1,16
3,0,48,4,672,672,672,672,1,1,1,16
3,0,48,5,1363,1363,1363,1363,1,1,1,16
3,0,48,6,-456,-456,-456,-456,1,1,1,16
3,0,48,7,2796,2796,2796,2796,1,1,1,16
3,0,48,8,-18,-18,-18,-18,1,1,1,16
3,0,48,9,-5979,-5979,-5979,-5979,1,1,1,16
3,0,48,10,-2390,-2390,-2390,-2390,1,1,1,16
3,0,48,11,-6863,-6863,-6863,-6863,1,1,1,16
3,0,48,12,-3406,-3406,-3406,-3406,1,1,1,16
3,0,48,13,-2075,-2075,-2075,-2075,1,1,1,16
3,0,48,14,962,962,962,962,1,1,1,16
3,0,48,15,11046,11046,11046,11046,1,1,1,16
3,0,48,16,2587,2587,2587,2587,1,1,1,16
3,0,48,17,-2983,-2983,-2983,-2983,1,1,1,16
3,11,59,0,16458,16458,16458,16458,1,1,1,16
3,11,59,1,-1958,-1958,-1958,-1958,1,1,1,16
3,11,59,2,-850,-850,-850,-850,1,1,1,16
3,11,59,3,-1052,-1052,-1052,-1052,1,1,1,16
3,11,59,4,-33,-33,-33,-33,1,1,1,16
3,11,59,5,478,478,478,478,1,1,1,16
3,11,59,6,-1523,-1523,-1523,-1523,1,1,1,16
3,11,59,7,-4893,-4893,-4893,-4893,1,1,1,16
3,11,59,8,-228,-228,-228,-228,1,1,1,16
3,11,59,9,2886,2886,2886,2886,1,1,1,16
3,11,59,10,-1469,-1469,-1469,-1469,1,1,1,16
3,11,59,11,-6492,-6492,-6492,-6492,1,1,1,16
3,11,59,12,-4041,-4041,-4041,-4041,1,1,1,16
3,11,59,13,-1098,-1098,-1098,-1098,1,1,1,16
3,11,59,14,4109,4109,4109,4109,1,1,1,16
3,11,59,15,941,941,941,941,1,1,1,16
3,11,59,16,175,175,175,175,1,1,1,16
3,11,59,17,-2690,-2690,-2690,-2690,1,1,1,16
4,1,65,0,772,772,772,772,1,1,1,16
4,1,65,1,-1635,-1635,-1635,-1635,1,1,1,16
4,1,65,2,602,602,602,602,1,1,1,16
4,1,65,3,-1433,-1433,-1433,-1433,1,1,1,16
4,1,65,4,999,999,999,999,1,1,1,16
4,1,65,5,-235,-235,-235,-235,1,1,1,16
4,1,65,6,-4809,-4809,-4809,-4809,1,1,1,16
4,1,65,7,-783,-783,-783,-783,1,1,1,16
4,1,65,8,4220,4220,4220,4220,1,1,1,16
4,1,65,9,-12693,-12693,-12693,-12693,1,1,1,16
4,1,65,10,3453,3453,3453,3453,1,1,1,16
4,1,65,11,3396,3396,3396,3396,1,1,1,16
4,1,65,12,-114,-114,-114,-114,1,1,1,16
4,1,65,13,-4783,-4783,-4783,-4783,1,1,1,16
4,1,65,14,1704,1704,1704,1704,1,1,1,16
4,1,65,15,-7254,-7254,-7254,-7254,1,1,1,16
4,1,65,16,-1210,-1210,-1210,-1210,1,1,1,16
4,1,65,17,-895,-895,-895,-895,1,1,1,16
5,2,82,0,-1200,-1200,-1200,-1200,1,1,1,16
5,2,82,1,738,738,738,738,1,1,1,16
5,2,82,2,1499,1499,1499,1499,1,1,1,16
5,2,82,3,921,921,921,921,1,1,1,16
5,2,82,4,1143,1143,1143,1143,1,1,1,16
5,2,82,5,-2932,-2932,-2932,-2932,1,1,1,16
5,2,82,6,3370,3370,3370,3370,1,1,1,16
5,2,82,7,-13,-13,-13,-13,1,1,1,16
5,2,82,8,-679,-679,-679,-679,1,1,1,16
5,2,82,9,4700,4700,4700,4700,1,1,1,16
5,2,82,10,1816,1816,1816,1816,1,1,1,16
5,2,82,11,3379,3379,3379,3379,1,1,1,16
5,2,82,12,467,467,467,467,1,1,1,16
5,2,82,13,2903,2903,2903,2903,1,1,1,16
5,2,82,14,12502,12502,12502,12502,1,1,1,16
5,2,82,15,2198,2198,2198,2198,1,1,1,16
5,2,82,16,1978,1978,1978,1978,1,1,1,16
5,2,82,17,-2666,-2666,-2666,-2666,1,1,1,16
5,13,93,0,-7498,-7498,-7498,-7498,1,1,1,16
5,13,93,1,3141,3141,3141,3141,1,1,1,16
5,13,93,2,701,701,701,701,1,1,1,16
5,13,93,3,1838,1838,1838,1838,1,1,1,16
5,13,93,4,1395,1395,1395,1395,1,1,1,16
5,13,93,5,-1754,-1754,-1754,-1754,1,1,1,16
5,13,93,6,-460,-460,-460,-460,1,1,1,16
5,13,93,7,-1224,-1224,-1224,-1224,1,1,1,16
5,13,93,8,-2589,-2589,-2589,-2589,1,1,1,16
5,13,93,9,-3697,-3697,-3697,-3697,1,1,1,16
5,13,93,10,-795,-795,-795,-795,1,1,1,16
5,13,93,11,-7,-7,-7,-7,1,1,1,16
5,13,93,12,-504,-504,-504,-504,1,1,1,16
5,13,93,13,1851,1851,1851,1851,1,1,1,16
5,13,93,14,6067,6067,6067,6067,1,1,1,16
5,13,93,15,3254,3254,3254,3254,1,1,1,16
5,13,93,16,1899,1899,1899,1899,1,1,1,16
5,13,93,17,-2623,-2623,-2623,-2623,1,1,1,16
5,14,94,0,-3733,-3733,-3733,-3733,1,1,1,16
5,14,94,1,1781,1781,1781,1781,1,1,1,16
5,14,94,2,1290,1290,1290,1290,1,1,1,16
5,14,94,3,1053,1053,1053,1053,1,1,1,16
5,14,94,4,-595,-595,-595,-595,1,1,1,16
5,14,94,5,1041,1041,1041,1041,1,1,1,16
5,14,94,6,2951,2951,2951,2951,1,1,1,16
5,14,94,7,3454,3454,3454,3454,1,1,1,16
5,14,94,8,-360,-360,-360,-360,1,1,1,16
5,14,94,9,-436,-436,-436,-436,1,1,1,16
5,14,94,10,-196,-196,-196,-196,1,1,1,16
5,14,94,11,10756,10756,10756,10756,1,1,1,16
5,14,94,12,-37,-37,-37,-37,1,1,1,16
5,14,94,13,2945,2945,2945,2945,1,1,1,16
5,14,94,14,3550,3550,3550,3550,1,1,1,16
5,14,94,15,5851,5851,5851,5851,1,1,1,16
5,14,94,16,2199,2199,2199,2199,1,1,1,16
5,14,94,17,671,671,671,671,1,1,1,16
6,3,99,0,3977,3977,3977,3977,1,1,1,16
6,3,99,1,-29,-29,-29,-29,1,1,1,16
6,3,99,2,-400,-400,-400,-400,1,1,1,16
6,3,99,3,-13,-13,-13,-13,1,1,1,16
6,3,99,4,-154,-154,-154,-154,1,1,1,16
6,3,99,5,-1081,-1081,-1081,-1081,1,1,1,16
6,3,99,6,-1726,-1726,-1726,-1726,1,1,1,16
6,3,99,7,-1443,-1443,-1443,-1443,1,1,1,16
6,3,99,8,-3585,-3585,-3585,-3585,1,1,1,16
6,3,99,9,-1752,-1752,-1752,-1752,1,1,1,16
6,3,99,10,1928,1928,1928,1928,1,1,1,16
6,3,99,11,-9769,-9769,-9769,-9769,1,1,1,16
6,3,99,12,1368,1368,1368,1368,1,1,1,16
6,3,99,13,2859,2859,2859,2859,1,1,1,16
6,3,99,14,8406,8406,8406,8406,1,1,1,16
6,3,99,15,840,840,840,840,1,1,1,16
6,3,99,16,-299,-299,-299,-299,1,1,1,16
6,3,99,17,-4611,-4611,-4611,-4611,1,1,1,16
6,6,102,0,2092,2092,2092,2092,1,1,1,16
6,6,102,1,-2283,-2283,-2283,-2283,1,1,1,16
6,6,102,2,-652,-652,-652,-652,1,1,1,16
6,6,102,3,-1551,-1551,-1551,-1551,1,1,1,16
6,6,102,4,-74,-74,-74,-74,1,1,1,16
6,6,102,5,-3073,-3073,-3073,-3073,1,1,1,16
6,6,102,6,-1455,-1455,-1455,-1455,1,1,1,16
6,6,102,7,-5630,-5630,-5630,-5630,1,1,1,16
6,6,102,8,-4327,-4327,-4327,-4327,1,1,1,16
6,6,102,9,-85,-85,-85,-85,1,1,1,16
6,6,102,10,1323,1323,1323,1323,1,1,1,16
6,6,102,11,-10881,-10881,-10881,-10881,1,1,1,16
6,6,102,12,1387,1387,1387,1387,1,1,1,16
6,6,102,13,-1297,-1297,-1297,-1297,1,1,1,16
6,6,102,14,-5049,-5049,-5049,-5049,1,1,1,16
6,6,102,15,-4703,-4703,-4703,-4703,1,1,1,16
6,6,102,16,-2040,-2040,-2040,-2040,1,1,1,16
6,6,102,17,-1510,-1510,-1510,-1510,1,1,1,16
6,7,103,0,-3737,-3737,-3737,-3737,1,1,1,16
6,7,103,1,-2351,-2351,-2351,-2351,1,1,1,16
6,7,103,2,41,41,41,41,1,1,1,16
6,7,103,3,-17,-17,-17,-17,1,1,1,16
6,7,103,4,389,389,389,389,1,1,1,16
6,7,103,5,1555,1555,1555,1555,1,1,1,16
6,7,103,6,-2760,-2760,-2760,-2760,1,1,1,16
6,7,103,7,-29,-29,-29,-29,1,1,1,16
6,7,103,8,2349,2349,2349,2349,1,1,1,16
6,7,103,9,-11659,-11659,-11659,-11659,1,1,1,16
6,7,103,10,5316,5316,5316,5316,1,1,1,16
6,7,103,11,193,193,193,193,1,1,1,16
6,7,103,12,870,870,870,870,1,1,1,16
6,7,103,13,-3781,-3781,-3781,-3781,1,1,1,16
6,7,103,14,-15318,-15318,-15318,-15318,1,1,1,16
6,7,103,15,-443,-443,-443,-443,1,1,1,16
6,7,103,16,-2465,-2465,-2465,-2465,1,1,1,16
6,7,103,17,2011,2011,2011,2011,1,1,1,16
6,10,106,0,9274,9274,9274,9274,1,1,1,16
6,10,106,1,-1930,-1930,-1930,-1930,1,1,1,16
6,10,106,2,-1127,-1127,-1127,-1127,1,1,1,16
6,10,106,3,-751,-751,-751,-751,1,1,1,16
6,10,106,4,662,662,662,662,1,1,1,16
6,10,106,5,3025,3025,3025,3025,1,1,1,16
6,10,106,6,-6,-6,-6,-6,1,1,1,16
6,10,106,7,-2782,-2782,-2782,-2782,1,1,1,16
6,10,106,8,543,543,543,543,1,1,1,16
6,10,106,9,-4486,-4486,-4486,-4486,1,1,1,16
6,10,106,10,3466,3466,3466,3466,1,1,1,16
6,10,106,11,-6724,-6724,-6724,-6724,1,1,1,16
6,10,106,12,-990,-990,-990,-990,1,1,1,16
6,10,106,13,-3058,-3058,-3058,-3058,1,1,1,16
6,10,106,14,-16426,-16426,-16426,-16426,1,1,1,16
6,10,106,15,-3637,-3637,-3637,-3637,1,1,1,16
6,10,106,16,-2249,-2249,-2249,-2249,1,1,1,16
6,10,106,17,-229,-229,-229,-229,1,1,1,16
7,7,119,0,-7790,-7790,-7790,-7790,1,1,1,16
7,7,119,1,2154,2154,2154,2154,1,1,1,16
7,7,119,2,-105,-105,-105,-105,1,1,1,16
7,7,119,3,1399,1399,1399,1399,1,1,1,16
7,7,119,4,-591,-591,-591,-591,1,1,1,16
7,7,119,5,998,998,998,998,1,1,1,16
7,7,119,6,-3070,-3070,-3070,-3070,1,1,1,16
7,7,119,7,-722,-722,-722,-722,1,1,1,16
7,7,119,8,4047,4047,4047,4047,1,1,1,16
7,7,119,9,10853,10853,10853,10853,1,1,1,16
7,7,119,10,-124,-124,-124,-124,1,1,1,16
7,7,119,11,8511,8511,8511,8511,1,1,1,16
7,7,119,12,1286,1286,1286,1286,1,1,1,16
7,7,119,13,333,333,333,333,1,1,1,16
7,7,119,14,13888,13888,13888,13888,1,1,1,16
7,7,119,15,3610,3610,3610,3610,1,1,1,16
7,7,119,16,-2675,-2675,-2675,-2675,1,1,1,16
7,7,119,17,3992,3992,3992,3992,1,1,1,16
7,10,122,0,5076,5076,5076,5076,1,1,1,16
7,10,122,1,100,100,100,100,1,1,1,16
7,10,122,2,379,379,379,379,1,1,1,16
7,10,122,3,-25,-25,-25,-25,1,1,1,16
7,10,122,4,2501,2501,2501,2501,1,1,1,16
7,10,122,5,578,578,578,578,1,1,1,16
7,10,122,6,-1870,-1870,-1870,-1870,1,1,1,16
7,10,122,7,-6949,-6949,-6949,-6949,1,1,1,16
7,10,122,8,987,987,987,987,1,1,1,16
7,10,122,9,-5788,-5788,-5788,-5788,1,1,1,16
7,10,122,10,-1096,-1096,-1096,-1096,1,1,1,16
7,10,122,11,-4519,-4519,-4519,-4519,1,1,1,16
7,10,122,12,-2727,-2727,-2727,-2727,1,1,1,16
7,10,122,13,-1654,-1654,-1654,-1654,1,1,1,16
7,10,122,14,-5087,-5087,-5087,-5087,1,1,1,16
7,10,122,15,103,103,103,103,1,1,1,16
7,10,122,16,-2625,-2625,-2625,-2625,1,1,1,16
7,10,122,17,-3233,-3233,-3233,-3233,1,1,1,16
8,3,131,0,-2895,-2895,-2895,-2895,1,1,1,16
8,3,131,1,1148,1148,1148,1148,1,1,1,16
8,3,131,2,-826,-826,-826,-826,1,1,1,16
8,3,131,3,-27,-27,-27,-27,1,1,1,16
8,3,131,4,-1313,-1313,-1313,-1313,1,1,1,16
8,3,131,5,-32,-32,-32,-32,1,1,1,16
8,3,131,6,3330,3330,3330,3330,1,1,1,16
8,3,131,7,1827,1827,1827,1827,1,1,1,16
8,3,131,8,-2295,-2295,-2295,-2295,1,1,1,16
8,3,131,9,-12333,-12333,-12333,-12333,1,1,1,16
8,3,131,10,-3850,-3850,-3850,-3850,1,1,1,16
8,3,131,11,6758,6758,6758,6758,1,1,1,16
8,3,131,12,-5635,-5635,-5635,-5635,1,1,1,16
8,3,131,13,2458,2458,2458,2458,1,1,1,16
8,3,131,14,19264,19264,19264,19264,1,1,1,16
8,3,131,15,2516,2516,2516,2516,1,1,1,16
8,3,131,16,-1256,-1256,-1256,-1256,1,1,1,16
8,3,131,17,204,204,204,204,1,1,1,16
8,15,143,0,4163,4163,4163,4163,1,1,1,16
8,15,143,1,880,880,880,880,1,1,1,16
8,15,143,2,2733,2733,2733,2733,1,1,1,16
8,15,143,3,282,282,282,282,1,1,1,16
8,15,143,4,1332,1332,1332,1332,1,1,1,16
8,15,143,5,-1501,-1501,-1501,-1501,1,1,1,16
8,15,143,6,654,654,654,654,1,1,1,16
8,15,143,7,1779,1779,1779,1779,1,1,1,16
8,15,143,8,-1825,-1825,-1825,-1825,1,1,1,16
8,15,143,9,-2128,-2128,-2128,-2128,1,1,1,16
8,15,143,10,-1775,-1775,-1775,-1775,1,1,1,16
8,15,143,11,121,121,121,121,1,1,1,16
8,15,143,12,410,410,410,410,1,1,1,16
8,15,143,13,2040,2040,2040,2040,1,1,1,16
8,15,143,14,3547,3547,3547,3547,1,1,1,16
8,15,143,15,-159,-159,-159,-159,1,1,1,16
8,15,143,16,4852,4852,4852,4852,1,1,1,16
8,15,143,17,-3490,-3490,-3490,-3490,1,1,1,16
9,0,144,0,12220,12220,12220,12220,1,1,1,16
9,0,144,1,1494,1494,1494,1494,1,1,1,16
9,0,144,2,-730,-730,-730,-730,1,1,1,16
9,0,144,3,-1378,-1378,-1378,-1378,1,1,1,16
9,0,144,4,-1111,-1111,-1111,-1111,1,1,1,16
9,0,144,5,-525,-525,-525,-525,1,1,1,16
9,0,144,6,1008,1008,1008,1008,1,1,1,16
9,0,144,7,-2718,-2718,-2718,-2718,1,1,1,16
9,0,144,8,4779,4779,4779,4779,1,1,1,16
9,0,144,9,3664,3664,3664,3664,1,1,1,16
9,0,144,10,5899,5899,5899,5899,1,1,1,16
9,0,144,11,-609,-609,-609,-609,1,1,1,16
9,0,144,12,1005,1005,1005,1005,1,1,1,16
9,0,144,13,-1541,-1541,-1541,-1541,1,1,1,16
9,0,144,14,1006,1006,1006,1006,1,1,1,16
9,0,144,15,-1259,-1259,-1259,-1259,1,1,1,16
9,0,144,16,-27,-27,-27,-27,1,1,1,16
9,0,144,17,486,486,486,486,1,1,1,16
10,11,171,0,-1799,-1799,-1799,-1799,1,1,1,16
10,11,171,1,3281,3281,3281,3281,1,1,1,16
10,11,171,2,-366,-366,-366,-366,1,1,1,16
10,11,171,3,-2330,-2330,-2330,-2330,1,1,1,16
10,11,171,4,745,745,745,745,1,1,1,16
10,11,171,5,-27,-27,-27,-27,1,1,1,16
10,11,171,6,1473,1473,1473,1473,1,1,1,16
10,11,171,7,2701,2701,2701,2701,1,1,1,16
10,11,171,8,2831,2831,2831,2831,1,1,1,16
10,11,171,9,9751,9751,9751,9751,1,1,1,16
10,11,171,10,626,626,626,626,1,1,1,16
10,11,171,11,6308,6308,6308,6308,1,1,1,16
10,11,171,12,-3067,-3067,-3067,-3067,1,1,1,16
10,11,171,13,2971,2971,2971,2971,1,1,1,16
10,11,171,14,20612,20612,20612,20612,1,1,1,16
10,11,171,15,-1309,-1309,-1309,-1309,1,1,1,16
10,11,171,16,3348,3348,3348,3348,1,1,1,16
10,11,171,17,-1637,-1637,-1637,-1637,1,1,1,16
10,15,175,0,11384,11384,11384,11384,1,1,1,16
10,15,175,1,2964,2964,2964,2964,1,1,1,16
10,15,175,2,-952,-952,-952,-952,1,1,1,16
10,15,175,3,356,356,356,356,1,1,1,16
10,15,175,4,672,672,672,672,1,1,1,16
10,15,175,5,1199,1199,1199,1199,1,1,1,16
10,15,175,6,986,986,986,986,1,1,1,16
10,15,175,7,-59,-59,-59,-59,1,1,1,16
10,15,175,8,5124,5124,5124,5124,1,1,1,16
10,15,175,9,-4094,-4094,-4094,-4094,1,1,1,16
10,15,175,10,205,205,205,205,1,1,1,16
10,15,175,11,829,829,829,829,1,1,1,16
10,15,175,12,-533,-533,-533,-533,1,1,1,16
10,15,175,13,-989,-989,-989,-989,1,1,1,16
10,15,175,14,4610,4610,4610,4610,1,1,1,16
10,15,175,15,-2115,-2115,-2115,-2115,1,1,1,16
10,15,175,16,791,791,791,791,1,1,1,16
10,15,175,17,1907,1907,1907,1907,1,1,1,16
11,0,176,0,10711,10711,10711,10711,1,1,1,16
11,0,176,1,2957,2957,2957,2957,1,1,1,16
11,0,176,2,-1269,-1269,-1269,-1269,1,1,1,16
11,0,176,3,-147,-147,-147,-147,1,1,1,16
11,0,176,4,620,620,620,620,1,1,1,16
11,0,176,5,1110,1110,1110,1110,1,1,1,16
11,0,176,6,684,684,684,684,1,1,1,16
11,0,176,7,-571,-571,-571,-571,1,1,1,16
11,0,176,8,5658,5658,5658,5658,1,1,1,16
11,0,176,9,-7319,-7319,-7319,-7319,1,1,1,16
11,0,176,10,3761,3761,3761,3761,1,1,1,16
11,0,176,11,509,509,509,509,1,1,1,16
11,0,176,12,-2424,-2424,-2424,-2424,1,1,1,16
11,0,176,13,-2866,-2866,-2866,-2866,1,1,1,16
11,0,176,14,3519,3519,3519,3519,1,1,1,16
11,0,176,15,-5455,-5455,-5455,-5455,1,1,1,16
11,0,176,16,-1602,-1602,-1602,-1602,1,1,1,16
11,0,176,17,1536,1536,1536,1536,1,1,1,16
11,4,180,0,10187,10187,10187,10187,1,1,1,16
11,4,180,1,-4491,-4491,-4491,-4491,1,1,1,16
11,4,180,2,-932,-932,-932,-932,1,1,1,16
11,4,180,3,-1221,-1221,-1221,-1221,1,1,1,16
11,4,180,4,-532,-532,-532,-532,1,1,1,16
11,4,180,5,-1462,-1462,-1462,-1462,1,1,1,16
11,4,180,6,156,156,156,156,1,1,1,16
11,4,180,7,-3348,-3348,-3348,-3348,1,1,1,16
11,4,180,8,5376,5376,5376,5376,1,1,1,16
11,4,180,9,-7632,-7632,-7632,-7632,1,1,1,16
11,4,180,10,3952,3952,3952,3952,1,1,1,16
11,4,180,11,-1852,-1852,-1852,-1852,1,1,1,16
11,4,180,12,-5431,-5431,-5431,-5431,1,1,1,16
11,4,180,13,-4305,-4305,-4305,-4305,1,1,1,16
11,4,180,14,4837,4837,4837,4837,1,1,1,16
11,4,180,15,-8770,-8770,-8770,-8770,1,1,1,16
11,4,180,16,-5131,-5131,-5131,-5131,1,1,1,16
11,4,180,17,-23,-23,-23,-23,1,1,1,16
11,9,185,0,13649,13649,13649,13649,1,1,1,16
11,9,185,1,2167,2167,2167,2167,1,1,1,16
11,9,185,2,-1572,-1572,-1572,-1572,1,1,1,16
11,9,185,3,-1839,-1839,-1839,-1839,1,1,1,16
11,9,185,4,1348,1348,1348,1348,1,1,1,16
11,9,185,5,-60,-60,-60,-60,1,1,1,16
11,9,185,6,933,933,933,933,1,1,1,16
11,9,185,7,-2534,-2534,-2534,-2534,1,1,1,16
11,9,185,8,5633,5633,5633,5633,1,1,1,16
11,9,185,9,-3930,-3930,-3930,-3930,1,1,1,16
11,9,185,10,4563,4563,4563,4563,1,1,1,16
11,9,185,11,-1161,-1161,-1161,-1161,1,1,1,16
11,9,185,12,523,523,523,523,1,1,1,16
11,9,185,13,-4552,-4552,-4552,-4552,1,1,1,16
11,9,185,14,-2405,-2405,-2405,-2405,1,1,1,16
11,9,185,15,-7089,-7089,-7089,-7089,1,1,1,16
11,9,185,16,-356,-356,-356,-356,1,1,1,16
11,9,185,17,2160,2160,2160,2160,1,1,1,16
12,3,195,0,1920,1920,1920,1920,1,1,1,16
12,3,195,1,2711,2711,2711,2711,1,1,1,16
12,3,195,2,239,239,239,239,1,1,1,16
12,3,195,3,85,85,85,85,1,1,1,16
12,3,195,4,863,863,863,863,1,1,1,16
12,3,195,5,-40,-40,-40,-40,1,1,1,16
12,3,195,6,-1868,-1868,-1868,-1868,1,1,1,16
12,3,195,7,-6968,-6968,-6968,-6968,1,1,1,16
12,3,195,8,-7065,-7065,-7065,-7065,1,1,1,16
12,3,195,9,-6257,-6257,-6257,-6257,1,1,1,16
12,3,195,10,-5163,-5163,-5163,-5163,1,1,1,16
12,3,195,11,-4641,-4641,-4641,-4641,1,1,1,16
12,3,195,12,-4615,-4615,-4615,-4615,1,1,1,16
12,3,195,13,2786,2786,2786,2786,1,1,1,16
12,3,195,14,3056,3056,3056,3056,1,1,1,16
12,3,195,15,5366,5366,5366,5366,1,1,1,16
12,3,195,16,-2856,-2856,-2856,-2856,1,1,1,16
12,3,195,17,-1841,-1841,-1841,-1841,1,1,1,16
13,6,214,0,-3395,-3395,-3395,-3395,1,1,1,16
13,6,214,1,-1239,-1239,-1239,-1239,1,1,1,16
13,6,214,2,454,454,454,454,1,1,1,16
13,6,214,3,-1109,-1109,-1109,-1109,1,1,1,16
13,6,214,4,1102,1102,1102,1102,1,1,1,16
13,6,214,5,1619,1619,1619,1619,1,1,1,16
13,6,214,6,-5313,-5313,-5313,-5313,1,1,1,16
13,6,214,7,-9281,-9281,-9281,-9281,1,1,1,16
13,6,214,8,-1631,-1631,-1631,-1631,1,1,1,16
13,6,214,9,606,606,606,606,1,1,1,16
13,6,214,10,-25,-25,-25,-25,1,1,1,16
13,6,214,11,-3554,-3554,-3554,-3554,1,1,1,16
13,6,214,12,-1322,-1322,-1322,-1322,1,1,1,16
13,6,214,13,-2897,-2897,-2897,-2897,1,1,1,16
13,6,214,14,-11356,-11356,-11356,-11356,1,1,1,16
13,6,214,15,2608,2608,2608,2608,1,1,1,16
13,6,214,16,-2891,-2891,-2891,-2891,1,1,1,16
13,6,214,17,-485,-485,-485,-485,1,1,1,16
14,6,230,0,-399,-399,-399,-399,1,1,1,16
14,6,230,1,4213,4213,4213,4213,1,1,1,16
14,6,230,2,1021,1021,1021,1021,1,1,1,16
14,6,230,3,437,437,437,437,1,1,1,16
14,6,230,4,-2386,-2386,-2386,-2386,1,1,1,16
14,6,230,5,-117,-117,-117,-117,1,1,1,16
14,6,230,6,5505,5505,5505,5505,1,1,1,16
14,6,230,7,6481,6481,6481,6481,1,1,1,16
14,6,230,8,-2613,-2613,-2613,-2613,1,1,1,16
14,6,230,9,-300,-300,-300,-300,1,1,1,16
14,6,230,10,-2587,-2587,-2587,-2587,1,1,1,16
14,6,230,11,3712,3712,3712,3712,1,1,1,16
14,6,230,12,-943,-943,-943,-943,1,1,1,16
14,6,230,13,178,178,178,178,1,1,1,16
14,6,230,14,10800,10800,10800,10800,1,1,1,16
14,6,230,15,-1000,-1000,-1000,-1000,1,1,1,16
14,6,230,16,2953,2953,2953,2953,1,1,1,16
14,6,230,17,-1757,-1757,-1757,-1757,1,1,1,16
14,8,232,0,3255,3255,3255,3255,1,1,1,16
14,8,232,1,121,121,121,121,1,1,1,16
14,8,232,2,-26,-26,-26,-26,1,1,1,16
14,8,232,3,847,847,847,847,1,1,1,16
14,8,232,4,-349,-349,-349,-349,1,1,1,16
14,8,232,5,2125,2125,2125,2125,1,1,1,16
14,8,232,6,77,77,77,77,1,1,1,16
14,8,232,7,1055,1055,1055,1055,1,1,1,16
14,8,232,8,3973,3973,3973,3973,1,1,1,16
14,8,232,9,-3801,-3801,-3801,-3801,1,1,1,16
14,8,232,10,2471,2471,2471,2471,1,1,1,16
14,8,232,11,1341,1341,1341,1341,1,1,1,16
14,8,232,12,-1191,-1191,-1191,-1191,1,1,1,16
14,8,232,13,-1427,-1427,-1427,-1427,1,1,1,16
14,8,232,14,-6471,-6471,-6471,-6471,1,1,1,16
14,8,232,15,8037,8037,8037,8037,1,1,1,16
14,8,232,16,1897,1897,1897,1897,1,1,1,16
14,8,232,17,-171,-171,-171,-171,1,1,1,16
15,15,255,0,-8373,-8373,-8373,-8373,1,1,1,16
15,15,255,1,2715,2715,2715,2715,1,1,1,16
15,15,255,2,262,262,262,262,1,1,1,16
15,15,255,3,-464,-464,-464,-464,1,1,1,16
